4146083	-3926	0.983	-0.015	0.025
88953	4145564	-3737	-0.449	-0.008	-0.900
88971	4145564	-3737	-0.466	0.006	-0.876
88981	4145525	-3738	-0.443	0.042	-0.879
89014	4145525	-3738	-0.475	-0.034	-0.833
89035	4145553	-3739	-0.519	-0.012	-0.886
89055	4145553	-3739	-0.496	-0.013	-0.882
89075	4145450	-3737	-0.468	-0.019	-0.841
89095	4145450	-3737	-0.444	-0.037	-0.853
89111	4145608	-3737	-0.436	-0.015	-0.921
89121	4145608	-3737	-0.424	-0.027	-0.894
89134	4145608	-3737	-0.420	-0.021	-0.833
89147	4145417	-3736	-0.422	-0.012	-0.870
89152	4145417	-3736	-0.412	-0.026	-0.861
89191	4145647	-3737	-0.426	-0.020	-0.869
89203	4145647	-3737	-0.425	-0.031	-0.865
89217	4145647	-3737	-0.440	-0.015	-0.865
89231	4145606	-3737	-0.466	-0.015	-0.877
89244	4145606	-3737	-0.475	-0.010	-0.892
89265	4145435	-3738	-0.462	-0.029	-0.846
89276	4145435	-3738	-0.458	-0.016	-0.852
89283	4145435	-3738	-0.466	0.007	-0.871
89335	4145549	-3737	-0.443	0.001	-0.861
89357	4145590	-3736	-0.440	0.003	-0.864
89378	4145590	-3736	-0.439	0.009	-0.869
89400	4145448	-3736	-0.445	-0.005	-0.862
89420	4145448	-3736	-0.444	-0.012	-0.865
89441	4145532	-3734	-0.446	-0.009	-0.862
89461	4145532	-3734	-0.442	-0.017	-0.858
89483	4145454	-3736	-0.444	-0.021	-0.865
89499	4145454	-3736	-0.461	-0.031	-0.865
89517	4145512	-3736	-0.461	-0.029	-0.866
89539	4145512	-3736	-0.444	-0.019	-0.864
89560	4145522	-3735	-0.444	-0.016	-0.867
89576	4145522	-3735	-0.453	-0.019	-0.868
89588	4145522	-3735	-0.451	-0.019	-0.872
89599	4145526	-3735	-0.450	-0.018	-0.870
89604	4145526	-3735	-0.438	-0.007	-0.863
89664	4145430	-3735	-0.446	-0.010	-0.873
89686	4145349	-3735	-0.454	-0.015	-0.868
89707	4145349	-3735	-0.453	-0.014	-0.859
89725	4145562	-3735	-0.462	-0.019	-0.851
89744	4145562	-3735	-0.467	-0.015	-0.866
89763	4145718	-3733	-0.437	-0.015	-0.884
89786	4145718	-3733	-0.495	0.015	-0.860
89807	4145498	-3734	-0.456	0.008	-0.863
89831	4145498	-3734	-0.454	-0.010	-0.869
89852	4145597	-3734	-0.446	-0.012	-0.866
89859	4145597	-3734	-0.450	-0.033	-0.860
89924	4145748	-3733	-0.466	-0.037	-0.865
89945	4145748	-3733	-0.462	-0.030	-0.857
89966	4145564	-3734	-0.459	-0.030	-0.859
89984	4145564	-3734	-0.462	-0.036	-0.867
90000	4145568	-3732	-0.447	-0.035	-0.867
90011	4145568	-3732	-0.445	-0.029	-0.864
90021	4145568	-3732	-0.441	-0.019	-0.865
90034	4145568	-3732	-0.437	-0.017	-0.862
90067	4145563	-3732	-0.437	-0.001	-0.866
90085	4145473	-3732	-0.436	0.002	-0.863
90104	4145473	-3732	-0.437	0.008	-0.859
90141	4145484	-3731	-0.455	-0.003	-0.862
90157	4145484	-3734	-0.467	-0.009	-0.865
90172	4145626	-3734	-0.470	-0.014	-0.863
90184	4145626	-3734	-0.469	-0.019	-0.858
90194	4145626	-3734	-0.470	-0.016	-0.863
90218	4145544	-3730	-0.469	-0.038	-0.861
90243	4145722	-3731	-0.465	-0.041	-0.867
90265	4145722	-3731	-0.465	-0.034	-0.858
90283	4145725	-3730	-0.444	-0.036	-0.868
90306	4145725	-3730	-0.451	-0.033	-0.867
90326	4145633	-3731	-0.439	-0.019	-0.864
90348	4145633	-3731	-0.443	-0.049	-0.860
90369	4145562	-3730	-0.414	-0.008	-0.856
90392	4145562	-3730	-0.448	-0.015	-0.866
90411	4145548	-3731	-0.448	-0.020	-0.863
90425	4145548	-3731	-0.455	-0.004	-0.863
90439	4145548	-3731	-0.448	0.013	-0.877
90452	4145560	-3731	-0.465	-0.009	-0.864
90463	4145560	-3731	-0.458	-0.001	-0.862
90468	4145560	-3731	-0.453	-0.023	-0.868
90570	4145534	-3729	-0.444	-0.031	-0.863
90602	4145534	-3730	-0.452	-0.031	-0.869
90611	4145582	-3730	-0.449	-0.027	-0.876
90626	4145582	-3730	-0.445	-0.020	-0.858
90643	4145582	-3729	-0.442	-0.029	-0.851
90661	4145526	-3729	-0.456	-0.031	-0.863
90679	4145526	-3729	-0.449	-0.010	-0.868
90699	4145517	-3729	-0.456	-0.011	-0.858
90722	4145517	-3729	-0.450	-0.012	-0.853
90741	4145612	-3729	-0.457	-0.010	-0.862
90760	4145612	-3729	-0.465	-0.011	-0.871
90777	4145463	-3730	-0.458	-0.016	-0.868
90787	4145463	-3730	-0.455	-0.013	-0.862
90797	4145463	-3730	-0.454	-0.020	-0.867
90836	4145686	-3728	-0.443	-0.021	-0.863
90857	4145567	-3728	-0.445	-0.026	-0.863
90877	4145567	-3728	-0.447	-0.020	-0.865
90896	4145513	-3729	-0.441	-0.023	-0.862
90917	4145513	-3729	-0.452	-0.029	-0.835
90938	4145587	-3726	-0.463	-0.025	-0.818
90961	4145587	-3726	-0.523	-0.066	-0.897
90981	4145709	-3727	-0.510	-0.036	-0.867
91002	4145709	-3727	-0.444	-0.025	-0.826
91020	4145426	-3730	-0.464	-0.012	-0.888
91042	4145426	-3730	-0.444	0.021	-0.906
91063	4145605	-3725	-0.394	0.015	-0.813
91079	4145605	-3725	-0.359	0.009	-0.789
91089	4145605	-3725	-0.368	0.029	-0.852
91103	4145637	-3727	-0.399	0.009	-0.847
91128	4145637	-3727	-0.429	0.020	-0.881
91141	4145571	-3726	-0.427	0.000	-0.847
91148	4145571	-3726	-0.404	-0.016	-0.870
91185	4145620	-3727	-0.479	-0.022	-0.862
91206	4145620	-3727	-0.476	-0.021	-0.872
91222	4145423	-3726	-0.479	-0.029	-0.844
91262	4145614	-3727	-0.472	-0.019	-0.778
91278	4145614	-3727	-0.443	-0.016	-0.854
91300	4145442	-3725	-0.453	-0.007	-0.866
91316	4145442	-3725	-0.460	-0.023	-0.867
91329	4145442	-3725	-0.479	-0.021	-0.870
91340	4145364	-3729	-0.469	-0.024	-0.875
91350	4145364	-3729	-0.465	-0.025	-0.885
91414	4145654	-3724	-0.459	-0.054	-0.886
91435	4145625	-3725	-0.462	-0.053	-0.866
91458	4145545	-3725	-0.435	-0.029	-0.864
91484	4145545	-3725	-0.428	-0.004	-0.891
91509	4145658	-3725	-0.437	0.022	-0.852
91529	4145658	-3725	-0.430	0.038	-0.857
91553	4145489	-3726	-0.444	0.037	-0.882
91573	4145489	-3726	-0.445	0.041	-0.857
91593	4145679	-3724	-0.436	0.028	-0.846
91613	4145679	-3724	-0.449	0.010	-0.870
91635	4145496	-3724	-0.471	-0.017	-0.871
91655	4145496	-3724	-0.470	-0.044	-0.857
91672	4145612	-3724	-0.467	-0.058	-0.854
91684	4145612	-3724	-0.466	-0.056	-0.849
91727	4145696	-3724	-0.455	-0.064	-0.863
91745	4145667	-3726	-0.442	-0.055	-0.865
91763	4145667	-3726	-0.446	-0.044	-0.871
91777	4145667	-3726	-0.444	-0.035	-0.863
91786	4145647	-3723	-0.444	-0.018	-0.861
91797	4145647	-3723	-0.449	-0.017	-0.863
91803	4145647	-3723	-0.450	0.010	-0.866
91859	4145681	-3724	-0.461	0.010	-0.861
91886	4145441	-3724	-0.459	0.003	-0.861
91910	4145436	-3723	-0.462	-0.002	-0.866
91932	4145436	-3723	-0.457	-0.008	-0.865
91951	4145366	-3723	-0.451	-0.016	-0.863
91968	4145366	-3723	-0.449	-0.022	-0.863
91982	4145366	-3723	-0.443	-0.026	-0.865
91993	4145593	-3723	-0.440	-0.030	-0.863
92009	4145593	-3723	-0.441	-0.024	-0.864
92031	4145671	-3724	-0.439	-0.026	-0.863
92053	4145671	-3724	-0.444	-0.016	-0.861
92073	4145483	-3723	-0.446	-0.013	-0.865
92096	4145483	-3723	-0.454	-0.013	-0.866
92115	4145536	-3720	-0.446	-0.016	-0.866
92122	4145536	-3720	-0.459	-0.014	-0.863
92163	4145452	-3722	-0.465	-0.021	-0.862
92186	4145452	-3721	-0.464	-0.023	-0.864
92206	4145505	-3721	-0.470	-0.032	-0.863
92226	4145505	-3721	-0.470	-0.029	-0.865
92247	4145386	-3721	-0.463	-0.023	-0.861
92267	4145386	-3721	-0.458	-0.016	-0.865
92280	4145727	-3721	-0.455	-0.019	-0.863
92290	4145727	-3721	-0.458	-0.001	-0.863
92302	4145727	-3721	-0.458	0.002	-0.867
92331	4145587	-3720	-0.441	0.004	-0.864
92363	4145699	-3719	-0.440	0.004	-0.867
92380	4145699	-3719	-0.437	0.004	-0.864
92402	4145494	-3720	-0.441	-0.012	-0.860
92420	4145494	-3720	-0.440	-0.015	-0.865
92434	4145589	-3719	-0.443	-0.021	-0.863
92450	4145589	-3719	-0.442	-0.040	-0.861
92476	4145375	-3719	-0.454	-0.039	-0.861
92499	4145375	-3719	-0.455	-0.044	-0.860
92519	4145429	-3720	-0.466	-0.032	-0.863
92540	4145429	-3720	-0.470	-0.027	-0.858
92557	4145494	-3720	-0.469	-0.023	-0.866
92569	4145494	-3720	-0.472	-0.016	-0.863
92583	4145494	-3720	-0.468	-0.002	-0.865
92594	4145494	-3719	-0.466	0.000	-0.859
92606	4145522	-3719	-0.463	0.006	-0.861
92628	4145522	-3719	-0.452	0.009	-0.863
92640	4145281	-3719	-0.462	0.011	-0.867
92647	4145281	-3719	-0.458	-0.016	-0.863
92715	4145547	-3717	-0.435	-0.020	-0.866
92727	4145686	-3717	-0.436	-0.024	-0.865
92737	4145686	-3717	-0.436	-0.031	-0.868
92835	4145619	-3717	-0.465	-0.015	-0.866
92851	4145424	-3717	-0.466	-0.016	-0.861
92864	4145424	-3717	-0.464	-0.012	-0.859
92933	4145648	-3716	-0.455	-0.011	-0.862
92954	4145648	-3716	-0.454	-0.013	-0.865
92972	4145611	-3717	-0.446	-0.014	-0.862
92994	4145611	-3717	-0.449	-0.021	-0.869
93012	4145711	-3718	-0.443	-0.021	-0.865
93033	4145711	-3718	-0.444	-0.028	-0.864
93047	4145441	-3718	-0.457	-0.021	-0.862
93057	4145441	-3718	-0.449	-0.020	-0.841
93069	4145441	-3718	-0.456	-0.017	-0.854
93252	4145507	-3715	-0.442	-0.012	-0.865
93268	4145507	-3715	-0.451	-0.031	-0.858
93277	4145507	-3715	-0.448	-0.055	-0.873
93519	4145597	-3715	-0.447	-0.057	-0.859
93538	4145689	-3713	-0.458	-0.038	-0.874
93557	4145689	-3713	-0.449	0.001	-0.861
93576	4145625	-3715	-0.425	0.023	-0.857
93597	4145625	-3715	-0.434	0.029	-0.874
93616	4145681	-3714	-0.439	0.040	-0.858
93638	4145681	-3714	-0.443	0.033	-0.811
93657	4145398	-3713	-0.448	0.013	-0.867
93671	4145398	-3713	-0.473	-0.003	-0.863
93682	4145398	-3713	-0.474	0.000	-0.866
93689	4145398	-3713	-0.445	-0.040	-0.861
93834	4145719	-3711	-0.439	-0.032	-0.866
93849	4145719	-3711	-0.445	-0.029	-0.865
93860	4145536	-3713	-0.448	-0.017	-0.861
93871	4145536	-3713	-0.451	-0.018	-0.859
94015	4145622	-3708	-0.454	-0.023	-0.856
94024	4145590	-3710	-0.453	-0.021	-0.857
94031	4145590	-3710	-0.447	-0.026	-0.866
94060	4145512	-3711	-0.428	-0.014	-0.865
94074	4145512	-3711	-0.432	-0.002	-0.863
94081	4145512	-3711	-0.430	-0.015	-0.863
94131	4145369	-3710	-0.428	-0.014	-0.862
94148	4145188	-3709	-0.440	-0.009	-0.863
94167	4145188	-3709	-0.450	-0.011	-0.864
94174	4145188	-3709	-0.465	-0.023	-0.863
94228	4145464	-3710	-0.469	-0.024	-0.861
94249	4145464	-3710	-0.470	-0.034	-0.858
94270	4145602	-3711	-0.470	-0.020	-0.858
94291	4145602	-3711	-0.461	-0.021	-0.866
94309	4145328	-3710	-0.452	-0.018	-0.862
94330	4145328	-3710	-0.445	-0.015	-0.858
94347	4145263	-3712	-0.452	-0.012	-0.864
94361	4145263	-3712	-0.450	-0.014	-0.863
94373	4145263	-3712	-0.452	-0.011	-0.867
94383	4145519	-3709	-0.444	-0.001	-0.863
94428	4145488	-3709	-0.463	-0.008	-0.862
94434	4145488	-3709	-0.461	-0.009	-0.860
94476	4145689	-3709	-0.454	-0.015	-0.860
94489	4145689	-3709	-0.451	-0.027	-0.865
94501	4145689	-3709	-0.453	-0.031	-0.864
94510	4145400	-3710	-0.444	-0.023	-0.863
94516	4145400	-3710	-0.437	-0.030	-0.866
94576	4145481	-3709	-0.443	-0.033	-0.867
94598	4145345	-3711	-0.456	-0.014	-0.861
94620	4145345	-3711	-0.461	-0.011	-0.864
94639	4145589	-3709	-0.468	-0.012	-0.862
94659	4145589	-3709	-0.469	-0.008	-0.864
94675	4145467	-3708	-0.474	0.000	-0.861
94680	4145467	-3708	-0.471	-0.002	-0.866
94728	4145583	-3707	-0.460	-0.008	-0.866
94746	4145583	-3709	-0.455	-0.012	-0.867
94767	4145354	-3709	-0.447	-0.014	-0.865
94788	4145354	-3706	-0.444	-0.023	-0.854
94808	4145498	-3706	-0.453	-0.034	-0.859
94826	4145498	-3707	-0.453	-0.048	-0.868
94844	4145375	-3707	-0.455	-0.059	-0.872
94865	4145375	-3707	-0.455	-0.037	-0.867
94886	4145616	-3708	-0.445	-0.019	-0.870
94903	4145616	-3708	-0.432	-0.010	-0.873
94926	4145682	-3707	-0.428	0.013	-0.873
94941	4145682	-3707	-0.411	0.022	-0.841
94960	4145346	-3707	-0.410	0.039	-0.864
94974	4145346	-3707	-0.429	0.028	-0.870
94984	4145346	-3707	-0.466	0.015	-0.876
94995	4145712	-3707	-0.455	0.011	-0.882
95002	4145712	-3707	-0.463	-0.010	-0.854
95048	4145648	-3706	-0.474	-0.035	-0.868
95072	4145648	-3707	-0.490	-0.029	-0.862
95092	4145301	-3707	-0.475	-0.033	-0.853
95110	4145301	-3707	-0.464	-0.038	-0.847
95125	4145340	-3707	-0.464	-0.044	-0.873
95162	4145527	-3707	-0.441	-0.032	-0.864
95181	4145527	-3707	-0.429	-0.026	-0.855
95203	4145619	-3705	-0.432	-0.019	-0.861
95223	4145619	-3705	-0.438	-0.001	-0.869
95239	4145285	-3707	-0.436	0.003	-0.862
95260	4145285	-3707	-0.441	-0.005	-0.862
95274	4145285	-3707	-0.441	-0.016	-0.857
95285	4145490	-3705	-0.445	-0.014	-0.861
95294	4145490	-3705	-0.453	-0.013	-0.854
95301	4145490	-3705	-0.449	-0.014	-0.859
95359	4145414	-3704	-0.472	-0.010	-0.864
95381	4145414	-3704	-0.472	-0.013	-0.865
95401	4145349	-3704	-0.465	0.003	-0.859
95417	4145349	-3704	-0.456	0.001	-0.859
95439	4145349	-3706	-0.451	0.003	-0.864
95459	4145347	-3706	-0.444	-0.005	-0.868
95480	4145437	-3706	-0.440	-0.019	-0.863
95501	4145437	-3706	-0.440	-0.022	-0.861
95522	4145503	-3702	-0.442	-0.038	-0.864
95543	4145503	-3702	-0.443	-0.035	-0.862
95564	4145428	-3705	-0.451	-0.036	-0.862
95579	4145428	-3705	-0.455	-0.038	-0.862
95588	4145428	-3705	-0.458	-0.038	-0.861
95649	4145482	-3701	-0.460	-0.004	-0.861
95669	4145482	-3701	-0.456	-0.003	-0.865
95691	4145447	-3702	-0.454	0.003	-0.863
95712	4145447	-3702	-0.443	0.011	-0.868
95733	4145474	-3701	-0.438	0.013	-0.866
95753	4145474	-3701	-0.441	0.008	-0.862
95774	4145341	-3702	-0.439	-0.001	-0.865
95795	4145341	-3702	-0.445	-0.011	-0.864
95809	4145489	-3700	-0.446	-0.015	-0.866
95819	4145489	-3700	-0.457	-0.016	-0.860
95825	4145489	-3700	-0.456	-0.006	-0.864
96022	4145742	-3700	-0.435	-0.002	-0.860
96036	4145742	-3700	-0.442	0.001	-0.865
96048	4145742	-3700	-0.439	0.000	-0.864
96060	4145557	-3700	-0.440	0.004	-0.862
96081	4145557	-3700	-0.447	0.002	-0.857
96092	4145554	-3699	-0.453	0.005	-0.860
96099	4145554	-3699	-0.447	-0.016	-0.862
96146	4145319	-3699	-0.469	-0.022	-0.857
96155	4145319	-3699	-0.468	-0.025	-0.866
96384	4145456	-3699	-0.477	-0.013	-0.862
96394	4145456	-3699	-0.475	-0.019	-0.866
96401	4145456	-3699	-0.477	-0.010	-0.865
96509	4145486	-3699	-0.454	-0.024	-0.859
96525	4145486	-3699	-0.456	-0.022	-0.865
96812	4145584	-3694	-0.447	-0.021	-0.863
96827	4145718	-3697	-0.445	-0.029	-0.861
96839	4145718	-3697	-0.451	-0.023	-0.865
96849	4145718	-3697	-0.448	-0.020	-0.865
96858	4145718	-3697	-0.447	-0.025	-0.861
96939	4145615	-3697	-0.462	0.007	-0.865
96950	4145510	-3695	-0.460	0.005	-0.862
96957	4145510	-3695	-0.464	-0.033	-0.862
97058	4145674	-3696	-0.460	-0.037	-0.862
97070	4145656	-3693	-0.451	-0.038	-0.855
97078	4145656	-3693	-0.455	-0.004	-0.864
97251	4145494	-3694	-0.467	-0.002	-0.862
97261	4145494	-3694	-0.465	-0.009	-0.864
97415	4145554	-3692	-0.436	-0.001	-0.869
97423	4145554	-3692	-0.435	0.008	-0.864
97743	4145660	-3691	-0.441	0.006	-0.868
97758	4145615	-3692	-0.443	0.005	-0.858
97770	4145615	-3692	-0.449	0.001	-0.864
97781	4145615	-3692	-0.457	-0.002	-0.861
97854	4145659	-3691	-0.468	-0.040	-0.857
97865	4145659	-3691	-0.463	-0.041	-0.862
97873	4145659	-3691	-0.467	-0.016	-0.864
98101	4145528	-3689	-0.461	-0.029	-0.864
98112	4145528	-3689	-0.462	-0.030	-0.866
98118	4145528	-3689	-0.458	-0.020	-0.862
98226	4145584	-3689	-0.451	-0.012	-0.862
98236	4145584	-3689	-0.450	-0.011	-0.864
98404	4145573	-3688	-0.470	-0.046	-0.862
98413	4145520	-3688	-0.464	-0.043	-0.858
98951	4145728	-3685	-0.445	-0.005	-0.867
98965	4145728	-3685	-0.432	-0.011	-0.840
98977	4145665	-3684	-0.430	-0.021	-0.846
98988	4145665	-3684	-0.434	-0.042	-0.855
98998	4145665	-3684	-0.445	-0.040	-0.824
99135	4145627	-3684	-0.428	0.003	-0.901
99148	4145512	-3684	-0.444	0.069	-0.913
99159	4145512	-3684	-0.447	0.072	-0.918
99387	4145398	-3683	-0.415	-0.001	-0.829
99397	4145398	-3683	-0.423	0.002	-0.814
99403	4145398	-3683	-0.426	-0.070	-0.925
99573	4145626	-3681	-0.572	-0.091	-0.917
99584	4145567	-3681	-0.553	-0.101	-0.900
99688	4145705	-3681	-0.381	0.007	-0.896
99695	4145705	-3681	-0.384	0.011	-0.850
100041	4145855	-3675	-0.489	-0.009	-0.888
100057	4145855	-3675	-0.508	-0.040	-0.869
100067	4145855	-3675	-0.517	-0.046	-0.863
100079	4145754	-3677	-0.506	-0.052	-0.859
100085	4145754	-3677	-0.511	-0.027	-0.857
100153	4145707	-3678	-0.430	-0.048	-0.858
100164	4145707	-3678	-0.417	-0.044	-0.850
100171	4145707	-3678	-0.399	0.041	-0.852
100240	4145538	-3678	-0.386	0.042	-0.867
100252	4145538	-3678	-0.402	0.044	-0.872
100258	4145538	-3678	-0.406	-0.061	-0.863
100360	4145683	-3677	-0.499	-0.069	-0.863
100371	4145683	-3677	-0.498	-0.075	-0.865
100378	4145683	-3677	-0.508	-0.010	-0.863
100479	4145929	-3676	-0.417	-0.006	-0.862
100552	4145725	-3677	-0.421	0.021	-0.858
100565	4145605	-3677	-0.424	0.018	-0.867
100575	4145605	-3677	-0.442	0.006	-0.867
100585	4145605	-3677	-0.445	0.004	-0.879
100592	4145605	-3677	-0.454	0.016	-0.872
100856	4145664	-3674	-0.446	-0.003	-0.877
100868	4145664	-3674	-0.489	0.031	-0.918
100876	4145664	-3674	-0.293	0.032	-0.917
100914	4145674	-3676	-0.628	-0.200	-0.842
100925	4145610	-3674	-0.497	-0.127	-0.919
100931	4145610	-3674	-0.397	0.038	-0.839
101026	4145886	-3672	-0.145	0.111	-1.183
101056	4145715	-3671	-0.183	0.162	-0.881
101065	4145715	-3671	-0.201	-0.045	-1.021
101126	4145489	-3675	-0.575	-0.071	-0.972
101147	4145670	-3675	-0.559	-0.022	-0.778
101168	4145576	-3672	-0.532	-0.043	-0.754
101185	4145576	-3672	-0.562	-0.089	-0.800
101199	4145576	-3672	-0.589	-0.145	-0.855
101209	4145598	-3674	-0.648	-0.165	-0.887
101219	4145598	-3674	-0.620	-0.180	-0.893
101259	4145644	-3672	-0.499	-0.139	-0.809
101272	4145644	-3672	-0.482	-0.134	-0.828
101281	4145644	-3672	-0.479	-0.061	-0.863
101326	4145609	-3673	-0.361	-0.005	-0.829
101343	4145480	-3673	-0.367	0.021	-0.872
101403	4145498	-3674	-0.428	0.094	-0.850
101419	4145779	-3672	-0.455	0.078	-0.849
101430	4145779	-3672	-0.472	0.050	-0.844
101440	4145779	-3672	-0.485	0.030	-0.855
101447	4145779	-3672	-0.503	0.027	-0.872
101471	4145568	-3671	-0.540	0.023	-0.854
101482	4145568	-3671	-0.534	0.014	-0.848
101523	4145682	-3670	-0.483	-0.015	-0.858
101535	4145505	-3670	-0.461	-0.030	-0.852
101544	4145505	-3670	-0.451	-0.071	-0.859
101567	4145505	-3670	-0.410	-0.077	-0.870
101578	4145556	-3671	-0.398	-0.070	-0.879
101585	4145556	-3671	-0.396	-0.056	-0.851
101624	4145525	-3671	-0.431	-0.056	-0.871
101636	4145525	-3671	-0.436	-0.037	-0.854
101662	4145722	-3671	-0.476	-0.044	-0.844
101679	4145722	-3671	-0.491	-0.029	-0.851
101693	4145722	-3670	-0.517	-0.026	-0.864
101710	4145430	-3670	-0.519	-0.042	-0.861
101721	4145430	-3670	-0.521	-0.045	-0.850
101736	4145368	-3670	-0.519	-0.043	-0.844
101742	4145368	-3670	-0.524	-0.003	-0.854
101817	4145686	-3667	-0.426	0.012	-0.860
101843	4145686	-3667	-0.401	0.014	-0.872
101864	4145804	-3667	-0.391	0.040	-0.861
101883	4145804	-3667	-0.391	0.040	-0.860
101892	4145804	-3667	-0.389	-0.006	-0.867
101936	4145668	-3666	-0.455	-0.013	-0.855
101955	4145659	-3666	-0.485	-0.033	-0.837
101976	4145659	-3667	-0.498	-0.056	-0.861
101997	4145596	-3667	-0.523	-0.087	-0.850
102018	4145596	-3667	-0.525	-0.106	-0.836
102032	4145805	-3667	-0.535	-0.104	-0.848
102044	4145805	-3667	-0.535	-0.103	-0.861
102056	4145805	-3669	-0.550	-0.082	-0.827
102067	4145486	-3669	-0.547	-0.093	-0.831
102117	4145557	-3667	-0.528	-0.035	-0.848
102144	4145392	-3667	-0.534	0.033	-0.869
102167	4145392	-3667	-0.536	0.037	-0.879
102180	4145392	-3668	-0.521	0.046	-0.863
102190	4145674	-3668	-0.514	0.061	-0.845
102203	4145674	-3668	-0.477	0.054	-0.847
102210	4145674	-3668	-0.475	0.048	-0.925
102243	4145669	-3667	-0.311	0.039	-0.873
102267	4145416	-3668	-0.248	0.025	-0.828
102286	4145416	-3668	-0.211	0.019	-0.907
102306	4145698	-3666	-0.191	0.015	-0.886
102322	4145698	-3666	-0.193	0.032	-0.876
102347	4145484	-3666	-0.204	0.023	-0.881
102351	4145484	-3666	-0.274	0.016	-0.863
102377	4145484	-3666	-0.357	0.018	-0.894
102398	4145447	-3665	-0.412	-0.049	-0.878
102419	4145447	-3665	-0.485	0.013	-0.872
102440	4145485	-3668	-0.564	-0.034	-0.883
102461	4145485	-3668	-0.587	-0.011	-0.862
102477	4145421	-3666	-0.593	-0.013	-0.861
102488	4145421	-3666	-0.587	0.000	-0.953
102499	4145421	-3666	-0.562	-0.015	-0.927
102507	4145634	-3666	-0.544	-0.052	-0.909
102558	4145634	-3665	-0.454	-0.064	-0.854
102565	4145634	-3665	-0.397	-0.059	-0.830
102626	4145542	-3665	-0.337	0.006	-0.937
102647	4145568	-3665	-0.334	-0.001	-0.879
102663	4145568	-3665	-0.305	-0.040	-0.838
102673	4145352	-3667	-0.336	-0.046	-0.865
102687	4145352	-3667	-0.381	-0.010	-0.908
102697	4145352	-3667	-0.402	0.002	-0.926
102855	4144999	-3664	0.276	0.083	-2.000
102868	4144999	-3664	0.477	0.178	-2.000
102877	4145171	-3662	0.559	0.234	-2.000
102980	4145014	-3662	0.811	0.542	-2.000
102994	4144535	-3663	0.781	0.609	-2.000
103002	4144535	-3663	0.687	0.582	-2.000
103120	4140153	-3661	0.186	0.663	-2.000
103128	4140153	-3661	0.059	0.534	-2.000
103325	4139571	-3661	-0.219	0.290	0.354
103343	4139571	-3661	-0.063	0.106	0.375
103364	4139390	-3661	-0.087	0.026	0.342
103376	4139390	-3661	-0.220	0.000	0.331
103386	4139390	-3661	-0.286	0.038	0.397
103397	4139390	-3661	-0.428	-0.027	0.278
103404	4139315	-3660	-0.375	0.171	0.312
103503	4138926	-3662	-0.391	0.249	0.331
103513	4138926	-3662	-0.356	0.248	0.307
103536	4138473	-3662	-0.261	0.195	0.304
103565	4138499	-3661	-0.215	0.165	0.307
103580	4138499	-3661	-0.244	0.071	0.303
103603	4138499	-3660	-0.359	0.060	0.274
103624	4138351	-3660	-0.350	0.096	0.288
103646	4138082	-3662	-0.293	0.004	0.266
103667	4138082	-3662	-0.328	0.046	0.262
103682	4138082	-3662	-0.337	0.051	0.259
103694	4138138	-3659	-0.426	0.067	0.274
103705	4138138	-3659	-0.369	0.075	0.256
103712	4138138	-3659	-0.419	0.159	0.265
103736	4138025	-3659	-0.337	0.212	0.245
103759	4138025	-3659	-0.304	0.182	0.248
103779	4137956	-3659	-0.235	0.125	0.240
103802	4137956	-3659	-0.346	-0.002	0.221
103823	4138039	-3659	-0.294	0.042	0.259
103835	4138039	-3659	-0.346	0.034	0.259
103846	4138039	-3657	-0.361	0.015	0.239
103859	4137948	-3657	-0.337	0.019	0.212
103873	4137948	-3657	-0.082	0.093	0.242
103901	4138025	-3657	-0.081	0.035	0.364
103928	4138025	-3656	-0.093	0.066	0.221
103946	4137858	-3656	-0.073	0.121	0.239
103958	4137858	-3656	-0.134	0.088	0.215
103964	4137836	-3655	-0.031	0.449	0.236
104037	4137836	-3655	-0.108	0.406	0.311
104058	4137337	-3655	-0.125	0.399	0.273
104079	4137337	-3655	-0.178	0.298	0.257
104099	4136898	-3656	-0.168	0.099	0.267
104116	4136898	-3656	-0.231	0.100	0.236
104135	4136883	-3656	-0.311	0.099	0.259
104149	4136883	-3656	-0.326	0.024	0.227
104163	4136883	-3656	-0.415	-0.050	0.245
104181	4136984	-3653	-0.456	-0.115	0.184
104209	4136984	-3653	-0.363	-0.132	0.247
104214	4136874	-3654	-0.354	-0.150	0.557
104235	4136874	-3654	-0.354	-0.215	0.195
104255	4136803	-3653	-0.304	-0.016	0.217
104273	4136803	-3653	-0.237	0.081	0.242
104285	4136803	-3653	-0.173	0.091	0.224
104296	4137241	-3652	-0.150	0.090	0.230
104302	4137241	-3652	-0.112	-0.187	0.205
104364	4137383	-3651	0.040	-0.230	0.174
104376	4137169	-3650	-0.026	-0.220	0.187
104380	4137318	-3649	-0.093	-0.109	0.199
104432	4137318	-3649	-0.106	-0.126	0.185
104439	4137318	-3649	-0.113	0.064	0.209
104511	4137180	-3650	-0.185	0.171	0.239
104519	4137180	-3650	-0.193	0.159	0.191
105251	4138129	-3641	-0.312	-0.072	0.176
105264	4138129	-3641	-0.225	0.089	0.242
105275	4138065	-3642	-0.168	0.138	0.212
105286	
